Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq Contour (Hz)	Agg Entropy (bits)	Peak Freq (Hz)	IQR BW (Hz)	Unit Type	Contour	Description
12	Spectrogram 1	1	71.922046555	73.641805967	236.2	826.6	1.720	578.1;335.9;757.8;773.4;773.4;765.6;718.8;718.8;687.5;671.9;742.2;742.2;625.0;625.0;625.0;625.0;664.1;656.2;671.9;679.7;695.3;695.3;710.9;710.9;718.8;742.2;742.2;765.6;781.2;726.6;734.4;734.4;742.2;742.2;804.7;789.1	5.289	710.9	85.9	D	1	cry
15	Spectrogram 1	1	86.093424903	87.813184315	241.8	815.4	1.720	265.6;500.0;320.3;320.3;617.2;617.2;609.4;609.4;609.4;601.6;601.6;609.4;617.2;617.2;601.6;609.4;609.4;617.2;617.2;640.6;664.1;664.1;710.9;726.6;726.6;742.2;757.8;765.6;765.6;726.6;726.6;757.8;757.8;765.6;773.4;773.4	5.517	320.3	265.6	D	1	ascending moan
41	Spectrogram 1	1	201.541072799	203.260832211	753.5	1613.8	1.720	773.4;1562.5;1562.5;781.2;781.2;1554.7;1554.7;1554.7;781.2;773.4;781.2;781.2;773.4;773.4;781.2;773.4;773.4;781.2;773.4;781.2;773.4;781.2;781.2;781.2;781.2;781.2;789.1;789.1;789.1;789.1;921.9;1179.7;796.9;796.9;765.6;765.6	6.300	773.4	539.1	I	1	modulated cry
161	Spectrogram 1	1	621.896213615	623.615973027	596.4	835.0	1.720	695.3;695.3;750.0;750.0;765.6;640.6;710.9;710.9;718.8;695.3;695.3;679.7;656.2;656.2;679.7;648.4;625.0;625.0;687.5;687.5;742.2;726.6;726.6;726.6;695.3;820.3;820.3;789.1;789.1;726.6;679.7;789.1;789.1;820.3;820.3	4.883	726.6	101.6	J	1	wops
22	Spectrogram 1	1	121.727187185	123.486941002	230.5	404.9	1.760	265.6;265.6;234.4;281.2;273.4;273.4;304.7;304.7;343.8;351.6;351.6;343.8;343.8;343.8;343.8;335.9;335.9;335.9;328.1;328.1;312.5;312.5;304.7;289.1;320.3;320.3;328.1;335.9;335.9;335.9;335.9;335.9;335.9;328.1;328.1;335.9;335.9	3.112	343.8	15.6	H	1	cry
26	Spectrogram 1	1	151.638743590	153.398497407	286.8	416.1	1.760	328.1;304.7;328.1;328.1;343.8;351.6;351.6;375.0;367.2;367.2;367.2;343.8;351.6;351.6;335.9;328.1;328.1;328.1;320.3;320.3;328.1;328.1;320.3;328.1;328.1;320.3;320.3;343.8;328.1;328.1;328.1;328.1;328.1;320.3;320.3;320.3;351.6	3.366	367.2	31.2	H	1	cry
34	Spectrogram 1	1	214.570231206	216.369979428	230.5	416.1	1.800	289.1;304.7;289.1;296.9;296.9;312.5;359.4;375.0;375.0;375.0;375.0;375.0;367.2;367.2;359.4;351.6;351.6;351.6;359.4;343.8;343.8;343.8;335.9;320.3;312.5;328.1;351.6;343.8;343.8;343.8;351.6;351.6;351.6;351.6;351.6;343.8;343.8	3.170	367.2	23.4	H	1	cry
46	Spectrogram 1	1	172.446604262	174.246352484	686.0	1563.2	1.800	703.1;703.1;835.9;796.9;960.9;687.5;687.5;750.0;937.5;757.8;757.8;757.8;773.4;773.4;773.4;773.4;773.4;781.2;781.2;773.4;773.4;773.4;765.6;765.6;757.8;750.0;757.8;757.8;750.0;750.0;742.2;742.2;734.4;703.1;703.1;1039.1;726.6;1054.7	6.458	765.6	445.3	I	1	modulated cry
125	Spectrogram 1	1	498.337575025	500.157320450	83.5	449.3	1.820	406.2;406.2;109.4;109.4;296.9;296.9;132.8;132.8;289.1;289.1;164.1;226.6;226.6;109.4;257.8;257.8;226.6;226.6;242.2;242.2;296.9;117.2;242.2;242.2;281.2;85.9;85.9;250.0;250.0;242.2;242.2;328.1;226.6;226.6;289.1;289.1;242.2;242.2	5.279	406.2	109.4	O	0	grunts
95	Spectrogram 1	1	378.522575000	380.362317626	258.4	870.8	1.840	539.1;640.6;679.7;406.2;320.3;382.8;421.9;421.9;421.9;421.9;421.9;421.9;421.9;414.1;414.1;406.2;398.4;390.6;390.6;382.8;328.1;328.1;304.7;398.4;398.4;359.4;359.4;351.6;421.9;406.2;406.2;398.4;398.4;398.4;390.6;390.6;406.2;390.6	4.015	390.6	31.2	L	1	descending moan
36	Spectrogram 1	1	230.744335773	232.584078399	281.2	348.6	1.840	320.3;320.3;320.3;320.3;320.3;328.1;328.1;328.1;328.1;328.1;328.1;328.1;328.1;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;312.5;320.3;320.3;320.3;320.3;328.1;320.3;320.3;328.1;320.3;320.3;304.7;320.3;320.3;296.9;320.3	2.067	320.3	7.8	H	1	modulated moan
111	Spectrogram 1	1	447.101038483	448.940781110	99.4	990.1	1.840	523.4;523.4;484.4;484.4;500.0;500.0;476.6;476.6;500.0;500.0;515.6;515.6;484.4;484.4;492.2;492.2;476.6;492.2;492.2;398.4;468.8;468.8;468.8;476.6;468.8;476.6;476.6;492.2;468.8;468.8;476.6;476.6;484.4;492.2;468.8;117.2;117.2;117.2	6.044	476.6	125.0	M	1	growl
117	Spectrogram 1	1	467.926099878	469.765842505	79.5	715.7	1.840	250.0;257.8;265.6;265.6;125.0;257.8;257.8;273.4;250.0;101.6;265.6;250.0;257.8;257.8;265.6;250.0;328.1;265.6;265.6;312.5;320.3;328.1;328.1;335.9;320.3;328.1;328.1;265.6;109.4;109.4;109.4;117.2;320.3;351.6;117.2;117.2;320.3;320.3	5.611	328.1	117.2	M	1	growl
57	Spectrogram 1	1	291.124363961	293.084089802	191.2	343.0	1.960	242.2;242.2;234.4;242.2;242.2;281.2;281.2;289.1;289.1;289.1;289.1;289.1;289.1;289.1;289.1;289.1;289.1;296.9;289.1;289.1;296.9;296.9;296.9;296.9;289.1;289.1;296.9;296.9;289.1;289.1;289.1;289.1;289.1;289.1;289.1;296.9;281.2;281.2;296.9;289.1;296.9	2.089	289.1	7.8	H	1	modulated moan
108	Spectrogram 1	1	422.845893579	424.805619420	194.8	771.4	1.960	500.0;750.0;750.0;500.0;492.2;492.2;484.4;484.4;484.4;484.4;484.4;476.6;476.6;484.4;484.4;484.4;484.4;484.4;500.0;492.2;492.2;476.6;476.6;468.8;468.8;460.9;445.3;421.9;421.9;406.2;359.4;351.6;351.6;343.8;328.1;351.6;351.6;367.2;468.8;468.8;476.6	4.406	492.2	54.7	K	1	descending moan
149	Spectrogram 1	1	579.225223530	581.184949371	620.3	1006.0	1.960	906.2;773.4;773.4;773.4;734.4;734.4;796.9;757.8;757.8;648.4;664.1;664.1;757.8;757.8;734.4;820.3;820.3;851.6;851.6;960.9;960.9;960.9;750.0;851.6;835.9;835.9;820.3;820.3;835.9;906.2;906.2;812.5;882.8;882.8;757.8;757.8;851.6;734.4;734.4;750.0;781.2	5.543	757.8	140.6	J	1	wops
24	Spectrogram 1	1	137.589936715	139.549662557	258.7	399.2	1.960	328.1;328.1;281.2;289.1;296.9;289.1;296.9;312.5;312.5;359.4;359.4;359.4;359.4;351.6;351.6;351.6;351.6;351.6;351.6;351.6;351.6;351.6;351.6;343.8;343.8;335.9;328.1;320.3;320.3;320.3;351.6;351.6;351.6;359.4;343.8;328.1;328.1;328.1;320.3;343.8;343.8	3.027	351.6	15.6	H	1	cry
20	Spectrogram 1	1	106.172787038	108.172507284	247.4	702.9	2.000	296.9;296.9;296.9;296.9;304.7;304.7;304.7;304.7;304.7;304.7;304.7;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;320.3;320.3;320.3;320.3;320.3;312.5;312.5;312.5;312.5;312.5;320.3;320.3;312.5;312.5;312.5;320.3;312.5;312.5;312.5;492.2;375.0;375.0	2.364	312.5	7.8	F	1	modulated moan
50	Spectrogram 1	1	246.815657212	248.815377458	281.2	686.0	2.000	289.1;351.6;351.6;656.2;656.2;343.8;328.1;320.3;320.3;320.3;320.3;320.3;320.3;328.1;328.1;328.1;320.3;328.1;328.1;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;320.3;312.5;320.3;320.3;320.3;320.3;320.3;328.1;390.6;390.6;460.9;460.9;320.3	2.961	320.3	15.6	H	1	modulated moan
67	Spectrogram 1	1	310.803782046	312.803502293	202.4	607.3	2.000	507.8;515.6;515.6;515.6;515.6;515.6;507.8;515.6;515.6;515.6;523.4;500.0;500.0;507.8;515.6;515.6;515.6;531.2;531.2;523.4;523.4;546.9;546.9;554.7;554.7;539.1;539.1;523.4;523.4;484.4;484.4;484.4;468.8;468.8;453.1;382.8;382.8;468.8;390.6;390.6;359.4;359.4	4.280	515.6	39.1	K	1	descending moan
160	Spectrogram 1	1	619.276580092	621.336291946	544.7	1161.0	2.060	750.0;789.1;742.2;742.2;1109.4;968.8;968.8;570.3;718.8;718.8;757.8;671.9;671.9;804.7;851.6;851.6;882.8;742.2;742.2;875.0;734.4;757.8;835.9;968.8;812.5;812.5;906.2;851.6;851.6;593.8;593.8;812.5;812.5;960.9;906.2;937.5;937.5;585.9;890.6;890.6;773.4;773.4;750.0	6.217	718.8	234.4	J	1	wops
140	Spectrogram 1	1	556.108275823	558.167987677	250.5	520.9	2.060	390.6;273.4;273.4;273.4;281.2;281.2;281.2;281.2;281.2;429.7;429.7;328.1;328.1;320.3;320.3;304.7;304.7;328.1;343.8;343.8;351.6;328.1;328.1;335.9;335.9;335.9;343.8;328.1;328.1;335.9;335.9;335.9;335.9;335.9;335.9;335.9;328.1;328.1;328.1;351.6;335.9;335.9;335.9	4.510	335.9	70.3	Q	1	low yaps
30	Spectrogram 1	1	182.818514778	184.898223834	269.9	382.4	2.080	312.5;320.3;320.3;320.3;320.3;320.3;320.3;320.3;328.1;335.9;335.9;335.9;335.9;335.9;335.9;328.1;328.1;312.5;304.7;304.7;296.9;304.7;312.5;312.5;328.1;312.5;328.1;335.9;335.9;335.9;335.9;335.9;328.1;328.1;335.9;335.9;335.9;335.9;335.9;335.9;335.9;328.1;328.1	2.615	335.9	15.6	H	1	cry
17	Spectrogram 1	1	92.932468146	95.052171607	292.4	1540.7	2.120	343.8;351.6;351.6;351.6;351.6;351.6;367.2;375.0;375.0;367.2;367.2;367.2;375.0;375.0;375.0;375.0;382.8;382.8;375.0;375.0;375.0;375.0;375.0;375.0;382.8;375.0;375.0;375.0;335.9;335.9;335.9;343.8;343.8;335.9;375.0;335.9;335.9;335.9;335.9;335.9;367.2;359.4;359.4;359.4	3.505	375.0	15.6	E	1	cry
37	Spectrogram 1	1	233.543944118	235.703641984	736.6	1591.3	2.160	781.2;1570.3;1570.3;1570.3;781.2;781.2;1570.3;789.1;1578.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;1578.1;1578.1;1578.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;789.1;781.2;781.2;781.2;781.2;781.2;781.2;781.2;781.2;1382.8;742.2;742.2;1343.8;1156.2	5.968	789.1	578.1	I	1	modulated cry
53	Spectrogram 1	1	261.841112496	264.000810362	241.8	365.5	2.160	289.1;296.9;296.9;296.9;304.7;304.7;320.3;320.3;320.3;320.3;320.3;320.3;312.5;312.5;312.5;312.5;312.5;312.5;304.7;304.7;304.7;304.7;304.7;304.7;296.9;304.7;304.7;304.7;304.7;304.7;312.5;296.9;304.7;304.7;304.7;304.7;304.7;312.5;304.7;304.7;304.7;312.5;320.3;304.7;304.7;312.5	2.333	304.7	7.8	H	1	cry
133	Spectrogram 1	1	533.284660617	535.504350090	214.7	373.8	2.220	273.4;273.4;265.6;273.4;273.4;273.4;273.4;257.8;257.8;265.6;242.2;250.0;250.0;265.6;250.0;250.0;265.6;257.8;265.6;265.6;265.6;289.1;296.9;273.4;257.8;265.6;265.6;250.0;265.6;257.8;257.8;257.8;265.6;304.7;304.7;257.8;328.1;312.5;312.5;304.7;304.7;273.4;328.1;289.1;289.1;320.3;343.8	4.030	265.6	46.9	M	1	growl
43	Spectrogram 1	1	185.546734197	187.786420873	691.6	1552.0	2.240	765.6;773.4;773.4;757.8;898.4;898.4;1507.8;1507.8;1500.0;742.2;742.2;750.0;750.0;742.2;742.2;742.2;742.2;742.2;742.2;734.4;734.4;734.4;734.4;734.4;726.6;726.6;726.6;726.6;726.6;718.8;718.8;718.8;710.9;703.1;703.1;703.1;703.1;703.1;710.9;726.6;937.5;1406.2;703.1;703.1;703.1;703.1;945.3	6.472	703.1	523.4	I	1	modulated cry
45	Spectrogram 1	1	169.527012702	171.766699378	652.3	1535.1	2.240	976.6;976.6;1007.8;992.2;992.2;734.4;734.4;1453.1;1453.1;1445.3;1445.3;1437.5;1429.7;726.6;710.9;710.9;710.9;710.9;710.9;710.9;703.1;703.1;703.1;703.1;695.3;703.1;703.1;703.1;703.1;703.1;695.3;695.3;695.3;695.3;687.5;695.3;695.3;703.1;703.1;695.3;695.3;828.1;664.1;687.5;687.5;687.5;804.7	6.284	710.9	468.8	I	1	modulated cry
110	Spectrogram 1	1	441.896171930	444.135858606	147.1	930.4	2.240	203.1;203.1;203.1;203.1;203.1;203.1;390.6;390.6;210.9;406.2;406.2;406.2;406.2;203.1;203.1;414.1;390.6;390.6;390.6;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;382.8;187.5;398.4;390.6;390.6;328.1;375.0;375.0;179.7;179.7;453.1;476.6;476.6;179.7;179.7;179.7;359.4;171.9	5.997	179.7	296.9	M	1	growl
112	Spectrogram 1	1	451.820378265	454.060064941	83.5	874.8	2.240	414.1;492.2;398.4;398.4;437.5;398.4;460.9;460.9;406.2;406.2;414.1;484.4;484.4;492.2;492.2;500.0;476.6;476.6;429.7;414.1;406.2;406.2;414.1;414.1;414.1;414.1;414.1;398.4;398.4;406.2;414.1;414.1;500.0;476.6;476.6;492.2;492.2;507.8;507.8;476.6;109.4;109.4;109.4;117.2;117.2;117.2;117.2	5.909	414.1	117.2	M	1	growl
129	Spectrogram 1	1	511.744149066	514.043827350	171.0	445.3	2.300	289.1;289.1;265.6;265.6;328.1;343.8;281.2;289.1;367.2;296.9;265.6;429.7;203.1;250.0;328.1;234.4;257.8;406.2;226.6;265.6;250.0;226.6;226.6;265.6;335.9;296.9;351.6;335.9;273.4;375.0;257.8;343.8;195.3;265.6;281.2;390.6;234.4;257.8;375.0;335.9;367.2;335.9;328.1;312.5;335.9;382.8;296.9;343.8;335.9	4.866	257.8	78.1	O	0	grunts
39	Spectrogram 1	1	217.866137386	220.225807276	899.7	1911.9	2.360	953.1;937.5;929.7;929.7;929.7;929.7;929.7;937.5;937.5;937.5;937.5;937.5;937.5;937.5;937.5;937.5;937.5;929.7;929.7;937.5;937.5;929.7;929.7;937.5;929.7;929.7;929.7;937.5;929.7;937.5;937.5;937.5;937.5;937.5;937.5;937.5;945.3;945.3;968.8;937.5;937.5;1109.4;1109.4;984.4;945.3;945.3;929.7;929.7;906.2;906.2	5.145	929.7	375.0	I	1	modulated cry
109	Spectrogram 1	1	435.960635026	438.320304916	167.0	731.6	2.360	421.9;468.8;468.8;476.6;476.6;476.6;476.6;468.8;468.8;468.8;468.8;468.8;468.8;476.6;476.6;476.6;476.6;476.6;484.4;476.6;460.9;460.9;460.9;468.8;468.8;468.8;468.8;468.8;468.8;460.9;460.9;460.9;453.1;453.1;226.6;445.3;421.9;406.2;390.6;390.6;375.0;343.8;328.1;335.9;335.9;328.1;320.3;382.8;406.2	4.064	460.9	54.7	K	1	descending moan
86	Spectrogram 1	1	354.255824238	356.615494129	222.7	807.2	2.360	484.4;484.4;484.4;484.4;484.4;492.2;492.2;500.0;492.2;492.2;492.2;492.2;500.0;492.2;500.0;500.0;500.0;500.0;500.0;500.0;523.4;523.4;500.0;515.6;515.6;515.6;507.8;507.8;515.6;515.6;515.6;515.6;515.6;515.6;515.6;515.6;507.8;484.4;484.4;468.8;507.8;507.8;507.8;507.8;343.8;335.9;445.3;398.4;343.8	3.806	515.6	23.4	K	1	descending moan
124	Spectrogram 1	1	495.517969478	497.897636571	95.4	441.4	2.380	273.4;273.4;289.1;140.6;140.6;140.6;132.8;140.6;140.6;242.2;242.2;242.2;265.6;328.1;328.1;242.2;125.0;125.0;117.2;304.7;304.7;289.1;289.1;429.7;312.5;312.5;414.1;187.5;289.1;289.1;312.5;312.5;101.6;195.3;210.9;187.5;203.1;203.1;406.2;210.9;210.9;210.9;195.3;203.1;203.1;203.1;101.6;179.7;187.5	5.273	328.1	125.0	O	0	grunts
14	Spectrogram 1	1	79.014415230	81.414079526	320.5	1535.1	2.400	375.0;375.0;375.0;375.0;375.0;375.0;375.0;382.8;382.8;375.0;375.0;382.8;375.0;375.0;375.0;375.0;375.0;375.0;375.0;367.2;367.2;367.2;367.2;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;367.2;367.2;367.2;367.2;367.2;367.2;367.2;375.0;375.0;367.2;375.0;375.0	2.409	375.0	7.8	E	1	modulated moan
113	Spectrogram 1	1	455.979796377	458.419455078	83.5	751.5	2.440	101.6;406.2;328.1;328.1;101.6;101.6;328.1;335.9;335.9;320.3;320.3;320.3;328.1;328.1;335.9;335.9;335.9;328.1;328.1;335.9;335.9;304.7;312.5;312.5;320.3;320.3;320.3;320.3;320.3;328.1;328.1;375.0;375.0;390.6;390.6;367.2;382.8;382.8;390.6;390.6;398.4;328.1;335.9;335.9;351.6;351.6;359.4;390.6;351.6;85.9;406.2	5.380	320.3	78.1	M	1	growl
126	Spectrogram 1	1	500.777233726	503.236889629	83.5	429.4	2.460	234.4;257.8;257.8;109.4;109.4;117.2;125.0;117.2;132.8;117.2;117.2;226.6;218.8;218.8;234.4;234.4;375.0;117.2;117.2;273.4;273.4;132.8;132.8;335.9;117.2;140.6;226.6;382.8;382.8;375.0;375.0;375.0;289.1;93.8;93.8;93.8;289.1;328.1;226.6;351.6;218.8;226.6;226.6;367.2;328.1;328.1;351.6;234.4;335.9;335.9;382.8	5.124	234.4	117.2	O	0	grunts
77	Spectrogram 1	1	332.822246566	335.301899671	353.9	835.0	2.480	523.4;539.1;539.1;796.9;531.2;531.2;531.2;546.9;546.9;546.9;546.9;546.9;546.9;546.9;546.9;546.9;546.9;546.9;546.9;554.7;554.7;546.9;546.9;546.9;539.1;539.1;539.1;539.1;539.1;554.7;554.7;546.9;546.9;546.9;546.9;546.9;523.4;546.9;546.9;507.8;476.6;476.6;539.1;539.1;390.6;390.6;453.1;437.5;414.1;382.8;398.4;398.4	4.047	539.1	23.4	K	1	descending moan
130	Spectrogram 1	1	515.022049076	517.541696586	250.5	413.5	2.520	289.1;296.9;296.9;375.0;289.1;335.9;335.9;328.1;406.2;375.0;343.8;289.1;304.7;289.1;296.9;296.9;351.6;296.9;328.1;328.1;328.1;289.1;398.4;296.9;328.1;273.4;304.7;304.7;296.9;296.9;328.1;328.1;335.9;296.9;320.3;273.4;335.9;335.9;335.9;343.8;343.8;335.9;343.8;343.8;343.8;367.2;367.2;375.0;257.8;257.8;312.5;320.3	3.960	343.8	54.7	O	0	grunts
94	Spectrogram 1	1	374.483140102	377.042782017	298.2	886.7	2.560	484.4;484.4;492.2;515.6;515.6;515.6;515.6;523.4;523.4;523.4;539.1;539.1;539.1;539.1;539.1;539.1;546.9;546.9;546.9;546.9;546.9;539.1;539.1;554.7;554.7;562.5;562.5;562.5;562.5;562.5;570.3;570.3;570.3;546.9;539.1;523.4;476.6;476.6;492.2;492.2;414.1;390.6;390.6;382.8;343.8;343.8;390.6;351.6;351.6;390.6;382.8;546.9;546.9;367.2	4.834	546.9	70.3	K	1	descending moan
153	Spectrogram 1	1	596.059646065	598.639285183	600.4	938.4	2.580	867.2;812.5;812.5;773.4;726.6;726.6;687.5;687.5;695.3;695.3;742.2;734.4;734.4;742.2;742.2;718.8;718.8;757.8;734.4;734.4;742.2;671.9;671.9;718.8;820.3;820.3;742.2;843.8;843.8;781.2;718.8;734.4;734.4;750.0;750.0;750.0;640.6;640.6;710.9;718.8;718.8;742.2;742.2;757.8;757.8;843.8;750.0;750.0;789.1;726.6;726.6;882.8;773.4;773.4	5.366	734.4	125.0	J	1	wops
123	Spectrogram 1	1	492.333369494	494.913008612	95.4	453.3	2.580	273.4;273.4;273.4;289.1;140.6;132.8;132.8;453.1;296.9;296.9;359.4;132.8;257.8;257.8;257.8;257.8;289.1;257.8;132.8;132.8;125.0;148.4;148.4;148.4;117.2;289.1;320.3;320.3;296.9;335.9;335.9;148.4;148.4;335.9;335.9;156.2;164.1;257.8;257.8;257.8;265.6;265.6;429.7;257.8;257.8;257.8;257.8;257.8;125.0;406.2;296.9;296.9;367.2;367.2	4.959	265.6	93.8	O	0	grunts
102	Spectrogram 1	1	397.144938470	399.864558005	194.8	850.9	2.720	492.2;492.2;492.2;500.0;492.2;492.2;500.0;500.0;492.2;492.2;476.6;484.4;484.4;484.4;484.4;484.4;492.2;492.2;500.0;507.8;507.8;507.8;500.0;500.0;500.0;507.8;507.8;507.8;507.8;507.8;507.8;515.6;515.6;515.6;515.6;546.9;546.9;546.9;539.1;539.1;523.4;523.4;507.8;515.6;500.0;500.0;484.4;382.8;382.8;507.8;507.8;375.0;351.6;328.1;328.1;312.5;507.8	4.030	507.8	23.4	K	1	descending moan
131	Spectrogram 1	1	518.021629445	520.761246183	250.5	401.6	2.740	343.8;359.4;343.8;343.8;351.6;375.0;312.5;312.5;304.7;328.1;289.1;289.1;312.5;351.6;296.9;335.9;335.9;296.9;296.9;328.1;351.6;367.2;367.2;320.3;320.3;281.2;343.8;343.8;304.7;304.7;296.9;273.4;367.2;343.8;343.8;320.3;320.3;343.8;304.7;320.3;320.3;359.4;320.3;320.3;343.8;328.1;343.8;343.8;351.6;351.6;257.8;335.9;335.9;359.4;343.8;343.8;273.4	3.946	351.6	39.1	O	0	grunts
2	Spectrogram 1	1	7.278981697	10.038595637	258.7	444.2	2.760	265.6;265.6;281.2;273.4;273.4;265.6;265.6;296.9;296.9;296.9;289.1;296.9;421.9;421.9;265.6;265.6;281.2;281.2;296.9;296.9;296.9;296.9;273.4;289.1;289.1;289.1;289.1;281.2;281.2;281.2;320.3;273.4;273.4;296.9;296.9;281.2;289.1;281.2;281.2;296.9;296.9;296.9;296.9;289.1;289.1;312.5;312.5;304.7;304.7;312.5;281.2;281.2;320.3;320.3;320.3;312.5;289.1;312.5	4.015	296.9	39.1	A	1	low yaps
56	Spectrogram 1	1	286.724979419	289.684565383	67.5	787.2	2.960	70.3;195.3;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;203.1;203.1;195.3;195.3;195.3;195.3;93.8;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;187.5;750.0;187.5;187.5;187.5;187.5;187.5;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;179.7;187.5;187.5;187.5;187.5;187.5;187.5;179.7;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;78.1	3.824	179.7	15.6	R	1	modulated moan
54	Spectrogram 1	1	272.238822665	275.358386250	84.3	376.7	3.120	125.0;117.2;117.2;117.2;117.2;117.2;234.4;226.6;226.6;226.6;226.6;226.6;226.6;218.8;218.8;218.8;218.8;210.9;210.9;210.9;210.9;210.9;210.9;203.1;203.1;203.1;203.1;203.1;203.1;203.1;203.1;203.1;195.3;203.1;203.1;203.1;203.1;203.1;203.1;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;195.3;140.6;195.3;195.3;195.3;195.3;304.7	3.105	203.1	15.6	G	1	modulated moan
1	Spectrogram 1	1	2.799608345	5.999160739	230.5	427.4	3.200	320.3;367.2;367.2;406.2;234.4;234.4;281.2;281.2;273.4;273.4;359.4;359.4;250.0;343.8;343.8;312.5;312.5;343.8;343.8;343.8;343.8;234.4;242.2;242.2;296.9;289.1;351.6;351.6;273.4;304.7;281.2;281.2;304.7;304.7;320.3;242.2;242.2;390.6;367.2;367.2;281.2;375.0;375.0;390.6;390.6;296.9;296.9;296.9;273.4;273.4;335.9;335.9;343.8;335.9;335.9;398.4;335.9;335.9;406.2;312.5;273.4;273.4;273.4;304.7;320.3;320.3;367.2	4.554	335.9	78.1	A	1	low yaps
3	Spectrogram 1	1	11.078450165	14.357991369	247.4	444.2	3.280	289.1;289.1;250.0;320.3;281.2;281.2;312.5;312.5;257.8;289.1;289.1;320.3;320.3;320.3;320.3;312.5;312.5;328.1;320.3;320.3;296.9;304.7;304.7;289.1;296.9;296.9;296.9;296.9;296.9;281.2;296.9;296.9;414.1;312.5;312.5;320.3;320.3;320.3;296.9;312.5;312.5;289.1;289.1;289.1;265.6;265.6;265.6;296.9;273.4;273.4;273.4;273.4;273.4;289.1;289.1;296.9;406.2;296.9;296.9;281.2;289.1;289.1;312.5;312.5;281.2;281.2;312.5;304.7;304.7	4.222	304.7	46.9	A	1	low yaps
119	Spectrogram 1	1	474.810714893	478.130250503	91.5	397.6	3.320	132.8;226.6;257.8;226.6;250.0;250.0;257.8;257.8;257.8;257.8;257.8;117.2;117.2;125.0;93.8;250.0;257.8;257.8;257.8;312.5;312.5;265.6;257.8;257.8;257.8;273.4;273.4;312.5;257.8;257.8;242.2;265.6;312.5;312.5;335.9;140.6;140.6;140.6;140.6;140.6;132.8;328.1;328.1;140.6;140.6;140.6;312.5;312.5;140.6;140.6;140.6;140.6;140.6;140.6;132.8;125.0;125.0;125.0;125.0;125.0;312.5;125.0;132.8;132.8;125.0;125.0;125.0;125.0;234.4;132.8	4.661	312.5	164.1	O	0	grunts
21	Spectrogram 1	1	116.767880974	120.327383013	185.6	517.3	3.560	445.3;437.5;226.6;468.8;468.8;468.8;468.8;476.6;476.6;476.6;476.6;476.6;476.6;476.6;476.6;484.4;476.6;476.6;476.6;476.6;476.6;242.2;476.6;468.8;468.8;468.8;468.8;468.8;468.8;468.8;468.8;468.8;460.9;460.9;460.9;460.9;460.9;460.9;460.9;460.9;460.9;453.1;453.1;453.1;453.1;460.9;460.9;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;234.4;437.5;437.5;429.7;437.5;468.8;429.7;476.6;476.6	3.468	460.9	234.4	G	1	modulated moan
52	Spectrogram 1	1	256.559262788	260.598697685	90.0	343.0	4.039	296.9;312.5;312.5;312.5;312.5;312.5;304.7;289.1;273.4;273.4;304.7;296.9;273.4;289.1;289.1;296.9;304.7;304.7;304.7;304.7;296.9;296.9;289.1;289.1;273.4;273.4;132.8;289.1;273.4;273.4;273.4;132.8;132.8;132.8;132.8;132.8;265.6;265.6;132.8;265.6;265.6;257.8;257.8;257.8;257.8;257.8;257.8;257.8;257.8;257.8;257.8;257.8;257.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;242.2;125.0;250.0;250.0;125.0;125.0;250.0;250.0;242.2;242.2;250.0;93.8;250.0;242.2	3.097	250.0	7.8	G	1	modulated moan
